id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2142286,ANGOURIE large family beach house,10933335,Erin,CLARENCE VALLEY COUNCIL,-29.47750748752798,153.35703327682188,Entire home/apt,250,3,7,2016-02-21,0.73,1,253
11869246,Grimsby House,63277675,David,CLARENCE VALLEY COUNCIL,-29.652522449808178,152.92788521386709,Private room,50,1,0,,,1,331
4761098,Peaceful neighbourhood by the ocean,1972357,Alicia,CLARENCE VALLEY COUNCIL,-29.44252124497915,153.36405235013768,Entire home/apt,153,4,4,2016-03-29,0.33,2,348
5022335,Fairlight- charming country cottage,16303624,Pamela,CLARENCE VALLEY COUNCIL,-29.5885649117129,152.89910094950537,Entire home/apt,140,1,27,2016-03-26,1.99,1,353
9479167,Grafton Family Suite Pets OK,9096483,John,CLARENCE VALLEY COUNCIL,-29.69154238256279,152.94294960371568,Private room,125,1,6,2016-03-16,1.86,4,349
958875,Cosy Cow Bed & Breakfast/Farmstay,5218275,Julie,CLARENCE VALLEY COUNCIL,-29.33857227072265,153.22391018121948,Private room,155,1,0,,,2,289
2919099,Backyard Camping near surf beaches.,8963177,Deby And Alan,CLARENCE VALLEY COUNCIL,-29.399583034485158,153.34890139008886,Private room,20,1,13,2016-03-28,0.57,2,80
6720366,Yamba Farmstay,35189820,Peter,CLARENCE VALLEY COUNCIL,-29.392591019092546,153.2879922343353,Entire home/apt,140,1,36,2016-03-26,3.97,1,349
5934314,Angourie Beach Hut,30814065,Jesse,CLARENCE VALLEY COUNCIL,-29.477870266173795,153.35915227093483,Entire home/apt,200,2,24,2016-03-29,2.51,1,350
3442082,Kingstudio Creative Stays: room one,10900446,Julie,CLARENCE VALLEY COUNCIL,-29.44831576131489,153.20172937791395,Private room,150,1,2,2015-11-25,0.41,3,365
5406124,Clarence River Bed & Breakfast,28018616,Terry,CLARENCE VALLEY COUNCIL,-29.591885581820602,152.9172302689013,Private room,180,1,0,,,2,358
5405150,Clarence River Cottage,28018616,Terry,CLARENCE VALLEY COUNCIL,-29.592314551269677,152.91739508103456,Entire home/apt,240,1,0,,,2,323
10252206,"""Ithaca"" Historic Weatherboard home",8072077,Deborah,CLARENCE VALLEY COUNCIL,-29.67916752982658,152.93512048652045,Entire home/apt,175,2,1,2016-02-24,0.77,1,350
6452407,Yamba-opposite Main Beach - Arcoola,26484826,Justine,CLARENCE VALLEY COUNCIL,-29.435998094739652,153.36429136237854,Entire home/apt,190,3,4,2015-11-10,0.49,5,244
6452400,YAMBA CLOSE TO BEACHES -BLUE HOUSE,26484826,Justine,CLARENCE VALLEY COUNCIL,-29.435074747112957,153.36158602345753,Entire home/apt,160,2,5,2016-01-17,0.57,5,341
5524578,Sandon Beach House,28649811,Gaynor,CLARENCE VALLEY COUNCIL,-29.675336559700227,153.3291609790021,Entire home/apt,220,3,4,2016-02-22,0.33,1,318
9257649,Silk and Sand,48094174,Lyn,CLARENCE VALLEY COUNCIL,-29.481470191358113,153.3600213181964,Entire home/apt,275,2,5,2016-03-29,1.79,1,348
9188041,Ocean View Angourie,47800802,Scott,CLARENCE VALLEY COUNCIL,-29.47790969012209,153.3587623140118,Entire home/apt,200,2,4,2016-03-29,1.30,1,336
3186391,Admiral's Deck,16155053,Gordon,CLARENCE VALLEY COUNCIL,-29.867476098022188,153.2662277001398,Entire home/apt,140,1,3,2016-03-06,0.48,3,341
11283327,Self Contained Studio Apartment,14639272,Beat,CLARENCE VALLEY COUNCIL,-29.572805869526764,153.15099252220918,Entire home/apt,150,1,0,,,2,363
9580318,Beautiful House on the Beach,39781950,John,CLARENCE VALLEY COUNCIL,-29.8718743609277,153.26611565268826,Entire home/apt,224,2,3,2016-02-15,0.94,1,357
9199551,Peaceful Wooloweyah,3446201,Kate,CLARENCE VALLEY COUNCIL,-29.475492008640913,153.3487763481173,Private room,65,1,21,2016-03-29,4.50,1,354
10771749,Bella Vista at Yamba,35445161,Denise,CLARENCE VALLEY COUNCIL,-29.43683574412365,153.36201640195395,Entire home/apt,142,3,0,,,2,316
4739164,Funky retro Apartment in Yamba,24466263,Peter,CLARENCE VALLEY COUNCIL,-29.437642153658086,153.3623225955583,Entire home/apt,130,3,2,2015-01-10,0.13,1,336
